
printing unique entries in spam set

printing unique entries in normal set
109110
89512

printing unique entries in spam set
a [43, 0.00039409769956924204]
braj [1, 1.1171686477790688e-05]
bramlett [1, 1.1171686477790688e-05]
bramley [1, 1.1171686477790688e-05]
branch [5, 5.585843238895344e-05]
brandei [8, 8.93734918223255e-05]
brandish [1, 1.1171686477790688e-05]
brandt [3, 3.351505943337206e-05]
branigan [1, 1.1171686477790688e-05]
branner [4, 4.468674591116275e-05]
brant [1, 1.1171686477790688e-05]
brasileira [2, 2.2343372955581375e-05]
bratislava [1, 1.1171686477790688e-05]
brayford [2, 2.2343372955581375e-05]
brazil [6, 6.703011886674413e-05]
brazilian [5, 5.585843238895344e-05]
brazma [2, 2.2343372955581375e-05]
breadth [2, 2.2343372955581375e-05]
break [63, 0.0007038162481008133]
breakfast [21, 0.00023460541603360444]
breck [1, 1.1171686477790688e-05]
breheny [1, 1.1171686477790688e-05]
breiter [1, 1.1171686477790688e-05]
breman [3, 3.351505943337206e-05]
brench [1, 1.1171686477790688e-05]
brend [4, 4.468674591116275e-05]
bresil [1, 1.1171686477790688e-05]
bresnan [1, 1.1171686477790688e-05]
bretagne [1, 1.1171686477790688e-05]
bretan [1, 1.1171686477790688e-05]
brett [2, 2.2343372955581375e-05]
brevity [1, 1.1171686477790688e-05]
brewer [1, 1.1171686477790688e-05]
brian [16, 0.000178746983644651]
brice [1, 1.1171686477790688e-05]
bridge [5, 5.585843238895344e-05]
brief [22, 0.0002457771025113951]
briefing [1, 1.1171686477790688e-05]
briefly [3, 3.351505943337206e-05]
brigaudiot [1, 1.1171686477790688e-05]
brigham [1, 1.1171686477790688e-05]
brightland [1, 1.1171686477790688e-05]
brighton [8, 8.93734918223255e-05]
brigitte [7, 7.820180534453481e-05]
bring [47, 0.0005250692644561623]
briot [1, 1.1171686477790688e-05]
brisbane [1, 1.1171686477790688e-05]
brisson [1, 1.1171686477790688e-05]
brit [5, 5.585843238895344e-05]
britain [12, 0.00013406023773348825]
british [15, 0.0001675752971668603]
brittle [1, 1.1171686477790688e-05]
brno [14, 0.00015640361068906963]
bro [1, 1.1171686477790688e-05]
broach [1, 1.1171686477790688e-05]
broad [10, 0.00011171686477790688]
broadcast [4, 4.468674591116275e-05]
broader [7, 7.820180534453481e-05]
broadest [1, 1.1171686477790688e-05]
broadly [2, 2.2343372955581375e-05]
broadrange [1, 1.1171686477790688e-05]
brochure [2, 2.2343372955581375e-05]
brockhaus [1, 1.1171686477790688e-05]
brody [1, 1.1171686477790688e-05]
broekhui [1, 1.1171686477790688e-05]
bronislaw [4, 4.468674591116275e-05]
bronx [2, 2.2343372955581375e-05]
brook [7, 7.820180534453481e-05]
broselow [1, 1.1171686477790688e-05]
brother [3, 3.351505943337206e-05]
brotherhood [1, 1.1171686477790688e-05]
brown [7, 7.820180534453481e-05]
browne [1, 1.1171686477790688e-05]
browse [1, 1.1171686477790688e-05]
bruce [9, 0.00010054517830011619]
brun [3, 3.351505943337206e-05]
brunch [1, 1.1171686477790688e-05]
bruno [1, 1.1171686477790688e-05]
brunswick [1, 1.1171686477790688e-05]
brussel [10, 0.00011171686477790688]
bruxelle [1, 1.1171686477790688e-05]
bruyne [1, 1.1171686477790688e-05]
brythonic [2, 2.2343372955581375e-05]
bt [1, 1.1171686477790688e-05]
btw [1, 1.1171686477790688e-05]
bu [6, 6.703011886674413e-05]
bubnova [1, 1.1171686477790688e-05]
buccleuch [3, 3.351505943337206e-05]
buchberger [1, 1.1171686477790688e-05]
buck [2, 2.2343372955581375e-05]
budapest [3, 3.351505943337206e-05]
budget [4, 4.468674591116275e-05]
budgetary [1, 1.1171686477790688e-05]
budin [2, 2.2343372955581375e-05]
budwig [1, 1.1171686477790688e-05]
buechel [1, 1.1171686477790688e-05]
buehrig [1, 1.1171686477790688e-05]
buer [1, 1.1171686477790688e-05]
buffalo [1, 1.1171686477790688e-05]
buffet [4, 4.468674591116275e-05]
build [31, 0.0003463222808115113]
buitelaar [2, 2.2343372955581375e-05]
bulcaen [1, 1.1171686477790688e-05]
bulgaria [2, 2.2343372955581375e-05]
bulgarian [10, 0.00011171686477790688]
bulgarium [7, 7.820180534453481e-05]
bulk [1, 1.1171686477790688e-05]
bulletin [1, 1.1171686477790688e-05]
bullock [1, 1.1171686477790688e-05]
bunch [1, 1.1171686477790688e-05]
bunche [1, 1.1171686477790688e-05]
bunnell [1, 1.1171686477790688e-05]
bunschoten [1, 1.1171686477790688e-05]
bunt [6, 6.703011886674413e-05]
bunus [1, 1.1171686477790688e-05]
bunz [1, 1.1171686477790688e-05]
burbank [1, 1.1171686477790688e-05]
bure [3, 3.351505943337206e-05]
burgeon [1, 1.1171686477790688e-05]
burger [1, 1.1171686477790688e-05]
burggraff [1, 1.1171686477790688e-05]
burgo [2, 2.2343372955581375e-05]
burl [2, 2.2343372955581375e-05]
burmeister [1, 1.1171686477790688e-05]
burnard [1, 1.1171686477790688e-05]
burner [1, 1.1171686477790688e-05]
burning [1, 1.1171686477790688e-05]
burquest [2, 2.2343372955581375e-05]
burton [3, 3.351505943337206e-05]
burushaskus [1, 1.1171686477790688e-05]
burusphat [1, 1.1171686477790688e-05]
bus [5, 5.585843238895344e-05]
busco [1, 1.1171686477790688e-05]
busemann [1, 1.1171686477790688e-05]
bushman [1, 1.1171686477790688e-05]
business [9, 0.00010054517830011619]
buss [1, 1.1171686477790688e-05]
bust [1, 1.1171686477790688e-05]
busy [5, 5.585843238895344e-05]
butenko [1, 1.1171686477790688e-05]
butt [2, 2.2343372955581375e-05]
buttocks [3, 3.351505943337206e-05]
button [1, 1.1171686477790688e-05]
buvac [4, 4.468674591116275e-05]
buy [7, 7.820180534453481e-05]
buyanova [1, 1.1171686477790688e-05]
buyasp [1, 1.1171686477790688e-05]
bybee [3, 3.351505943337206e-05]
bye [1, 1.1171686477790688e-05]
byproduct [1, 1.1171686477790688e-05]
byte [1, 1.1171686477790688e-05]
byung [1, 1.1171686477790688e-05]
bz [1, 1.1171686477790688e-05]
c [158, 0.0017651264634909287]
ca [58, 0.0006479578157118598]
cabernet [1, 1.1171686477790688e-05]
cabr [1, 1.1171686477790688e-05]
caccamo [3, 3.351505943337206e-05]
cache [1, 1.1171686477790688e-05]
cada [1, 1.1171686477790688e-05]
cadre [2, 2.2343372955581375e-05]
caen [8, 8.93734918223255e-05]
caer [5, 5.585843238895344e-05]
cahill [3, 3.351505943337206e-05]
caianiello [2, 2.2343372955581375e-05]
caink [1, 1.1171686477790688e-05]
cairo [1, 1.1171686477790688e-05]
calabrese [1, 1.1171686477790688e-05]
calculator [1, 1.1171686477790688e-05]
calculus [2, 2.2343372955581375e-05]
cald [3, 3.351505943337206e-05]
calera [1, 1.1171686477790688e-05]
calif [2, 2.2343372955581375e-05]
californium [44, 0.0004915542050227903]
calixto [1, 1.1171686477790688e-05]
call [188, 0.0021002770578246494]
callaghan [1, 1.1171686477790688e-05]
callahuaya [1, 1.1171686477790688e-05]
callaway [1, 1.1171686477790688e-05]
callfor [2, 2.2343372955581375e-05]
cam [1, 1.1171686477790688e-05]
cambier [3, 3.351505943337206e-05]
cambodium [2, 2.2343372955581375e-05]
cambridge [26, 0.0002904638484225579]
camera [16, 0.000178746983644651]
cameraready [12, 0.00013406023773348825]
cameroon [4, 4.468674591116275e-05]
camille [1, 1.1171686477790688e-05]
caml [1, 1.1171686477790688e-05]
camp [4, 4.468674591116275e-05]
campare [1, 1.1171686477790688e-05]
campbell [2, 2.2343372955581375e-05]
campidanian [3, 3.351505943337206e-05]
campina [2, 2.2343372955581375e-05]
campo [2, 2.2343372955581375e-05]
campus [19, 0.00021226204307802306]
campusvej [1, 1.1171686477790688e-05]
canada [67, 0.0007485029940119761]
canadian [13, 0.00014523192421127894]
canadienne [1, 1.1171686477790688e-05]
canal [2, 2.2343372955581375e-05]
canberra [1, 1.1171686477790688e-05]
cancel [2, 2.2343372955581375e-05]
cancellation [14, 0.00015640361068906963]
cancepta [1, 1.1171686477790688e-05]
candidate [23, 0.0002569487889891858]
candidature [2, 2.2343372955581375e-05]
candito [1, 1.1171686477790688e-05]
cangiano [1, 1.1171686477790688e-05]
cannon [1, 1.1171686477790688e-05]
cannot [42, 0.0004692108320672089]
cant [16, 0.000178746983644651]
canterbury [2, 2.2343372955581375e-05]
cantonese [5, 5.585843238895344e-05]
cao [1, 1.1171686477790688e-05]
caoimhin [2, 2.2343372955581375e-05]
capability [24, 0.0002681204754669765]
capable [6, 6.703011886674413e-05]
capacity [7, 7.820180534453481e-05]
capasso [1, 1.1171686477790688e-05]
capenate [1, 1.1171686477790688e-05]
capital [4, 4.468674591116275e-05]
caprice [1, 1.1171686477790688e-05]
caption [4, 4.468674591116275e-05]
capture [4, 4.468674591116275e-05]
car [8, 8.93734918223255e-05]
caracterisation [1, 1.1171686477790688e-05]
caractre [1, 1.1171686477790688e-05]
carberry [1, 1.1171686477790688e-05]
carbondale [3, 3.351505943337206e-05]
card [27, 0.00030163553490034854]
cardholder [1, 1.1171686477790688e-05]
cardie [1, 1.1171686477790688e-05]
cardiff [2, 2.2343372955581375e-05]
cardinal [1, 1.1171686477790688e-05]
cardinaletti [1, 1.1171686477790688e-05]
cardnumber [1, 1.1171686477790688e-05]
cardoso [1, 1.1171686477790688e-05]
care [2, 2.2343372955581375e-05]
career [1, 1.1171686477790688e-05]
careerspan [1, 1.1171686477790688e-05]
careful [5, 5.585843238895344e-05]
carefully [4, 4.468674591116275e-05]
cargese [3, 3.351505943337206e-05]
carghse [1, 1.1171686477790688e-05]
carib [1, 1.1171686477790688e-05]
cariban [1, 1.1171686477790688e-05]
caribbean [1, 1.1171686477790688e-05]
carl [2, 2.2343372955581375e-05]
carleton [1, 1.1171686477790688e-05]
carlin [1, 1.1171686477790688e-05]
carlo [2, 2.2343372955581375e-05]
carlsbad [1, 1.1171686477790688e-05]
carly [2, 2.2343372955581375e-05]
carman [2, 2.2343372955581375e-05]
carnegie [16, 0.000178746983644651]
carnie [12, 0.00013406023773348825]
caro [1, 1.1171686477790688e-05]
carol [7, 7.820180534453481e-05]
carolina [2, 2.2343372955581375e-05]
caroline [5, 5.585843238895344e-05]
carolyn [4, 4.468674591116275e-05]
caron [1, 1.1171686477790688e-05]
carpenter [1, 1.1171686477790688e-05]
carr [4, 4.468674591116275e-05]
carranza [1, 1.1171686477790688e-05]
carrasco [1, 1.1171686477790688e-05]
carretero [1, 1.1171686477790688e-05]
carrier [1, 1.1171686477790688e-05]
carroll [2, 2.2343372955581375e-05]
carry [10, 0.00011171686477790688]
carryreturn [1, 1.1171686477790688e-05]
carson [3, 3.351505943337206e-05]
carstair [2, 2.2343372955581375e-05]
carston [3, 3.351505943337206e-05]
carter [1, 1.1171686477790688e-05]
cartoon [1, 1.1171686477790688e-05]
caruana [1, 1.1171686477790688e-05]
cary [1, 1.1171686477790688e-05]
casarus [1, 1.1171686477790688e-05]
cascio [1, 1.1171686477790688e-05]
case [196, 0.0021896505496469747]
casemark [15, 0.0001675752971668603]
cash [2, 2.2343372955581375e-05]
casl [1, 1.1171686477790688e-05]
cassandre [1, 1.1171686477790688e-05]
cassell [2, 2.2343372955581375e-05]
castel [1, 1.1171686477790688e-05]
castellano [2, 2.2343372955581375e-05]
castellnou [1, 1.1171686477790688e-05]
castellv [1, 1.1171686477790688e-05]
castle [5, 5.585843238895344e-05]
castor [1, 1.1171686477790688e-05]
casual [1, 1.1171686477790688e-05]
cat [3, 3.351505943337206e-05]
catalan [4, 4.468674591116275e-05]
catalina [1, 1.1171686477790688e-05]
catalog [1, 1.1171686477790688e-05]
catalogue [1, 1.1171686477790688e-05]
catalyst [2, 2.2343372955581375e-05]
categorial [6, 6.703011886674413e-05]
categorical [1, 1.1171686477790688e-05]
categorization [4, 4.468674591116275e-05]
categorize [2, 2.2343372955581375e-05]
category [40, 0.0004468674591116275]
categorytheoretic [1, 1.1171686477790688e-05]
caterer [1, 1.1171686477790688e-05]
caterina [1, 1.1171686477790688e-05]
catherine [5, 5.585843238895344e-05]
cathol [1, 1.1171686477790688e-05]
catholic [2, 2.2343372955581375e-05]
catizone [5, 5.585843238895344e-05]
cature [1, 1.1171686477790688e-05]
caucasian [2, 2.2343372955581375e-05]
caucasus [2, 2.2343372955581375e-05]
caudal [1, 1.1171686477790688e-05]
causative [19, 0.00021226204307802306]
cause [18, 0.00020109035660023238]
causee [3, 3.351505943337206e-05]
causeeffect [1, 1.1171686477790688e-05]
causley [1, 1.1171686477790688e-05]
caustive [1, 1.1171686477790688e-05]
cautious [2, 2.2343372955581375e-05]
cavar [1, 1.1171686477790688e-05]
cave [1, 1.1171686477790688e-05]
caxton [1, 1.1171686477790688e-05]
cazzo [1, 1.1171686477790688e-05]
cball [1, 1.1171686477790688e-05]
cbe [2, 2.2343372955581375e-05]
cbrisson [1, 1.1171686477790688e-05]
cc [21, 0.00023460541603360444]
ccccc [2, 2.2343372955581375e-05]
ccl [1, 1.1171686477790688e-05]
ccommand [5, 5.585843238895344e-05]
ccr [1, 1.1171686477790688e-05]
cd [13, 0.00014523192421127894]
cdl [1, 1.1171686477790688e-05]
cdrom [2, 2.2343372955581375e-05]
cds [1, 1.1171686477790688e-05]
ce [4, 4.468674591116275e-05]
cea [1, 1.1171686477790688e-05]
cebuano [1, 1.1171686477790688e-05]
cec [1, 1.1171686477790688e-05]
cecilium [3, 3.351505943337206e-05]
cedex [10, 0.00011171686477790688]
cedifleg [1, 1.1171686477790688e-05]
cedric [1, 1.1171686477790688e-05]
celce [1, 1.1171686477790688e-05]
celebration [1, 1.1171686477790688e-05]
celestial [1, 1.1171686477790688e-05]
celex [2, 2.2343372955581375e-05]
celle [1, 1.1171686477790688e-05]
celluccus [1, 1.1171686477790688e-05]
celso [1, 1.1171686477790688e-05]
celtic [1, 1.1171686477790688e-05]
centenario [1, 1.1171686477790688e-05]
center [66, 0.0007373313075341853]
centr [1, 1.1171686477790688e-05]
central [21, 0.00023460541603360444]
centrale [2, 2.2343372955581375e-05]
centralize [1, 1.1171686477790688e-05]
centre [50, 0.0005585843238895343]
centum [1, 1.1171686477790688e-05]
century [23, 0.0002569487889891858]
cercone [4, 4.468674591116275e-05]
ceremony [5, 5.585843238895344e-05]
certaibly [1, 1.1171686477790688e-05]
certain [22, 0.0002457771025113951]
certaine [1, 1.1171686477790688e-05]
certainly [8, 8.93734918223255e-05]
certainty [1, 1.1171686477790688e-05]
certaman [1, 1.1171686477790688e-05]
certificate [2, 2.2343372955581375e-05]
certification [1, 1.1171686477790688e-05]
certify [1, 1.1171686477790688e-05]
ceth [8, 8.93734918223255e-05]
cethmac [1, 1.1171686477790688e-05]
cette [4, 4.468674591116275e-05]
ceux [2, 2.2343372955581375e-05]
cf [13, 0.00014523192421127894]
cfp [9, 0.00010054517830011619]
cgibin [2, 2.2343372955581375e-05]
cgsw [4, 4.468674591116275e-05]
cguimier [1, 1.1171686477790688e-05]
cgus [1, 1.1171686477790688e-05]
ch [16, 0.000178746983644651]
chadic [1, 1.1171686477790688e-05]
chadium [2, 2.2343372955581375e-05]
chain [4, 4.468674591116275e-05]
chair [111, 0.0012400571990347662]
chairman [2, 2.2343372955581375e-05]
chairs [1, 1.1171686477790688e-05]
chalet [1, 1.1171686477790688e-05]
challenge [19, 0.00021226204307802306]
challenger [1, 1.1171686477790688e-05]
cham [1, 1.1171686477790688e-05]
chamba [1, 1.1171686477790688e-05]
chambr [1, 1.1171686477790688e-05]
chambre [1, 1.1171686477790688e-05]
chamot [1, 1.1171686477790688e-05]
champaign [5, 5.585843238895344e-05]
chan [1, 1.1171686477790688e-05]
chance [6, 6.703011886674413e-05]
chang [4, 4.468674591116275e-05]
change [68, 0.0007596746804897668]
changeable [1, 1.1171686477790688e-05]
changn [1, 1.1171686477790688e-05]
channel [1, 1.1171686477790688e-05]
chanod [1, 1.1171686477790688e-05]
chao [1, 1.1171686477790688e-05]
chaos [1, 1.1171686477790688e-05]
chaotic [1, 1.1171686477790688e-05]
chapel [2, 2.2343372955581375e-05]
chapter [59, 0.0006591295021896506]
character [39, 0.0004356957726338368]
characteristic [10, 0.00011171686477790688]
characterization [7, 7.820180534453481e-05]
characterize [7, 7.820180534453481e-05]
charge [14, 0.00015640361068906963]
chark [5, 5.585843238895344e-05]
charle [19, 0.00021226204307802306]
charlene [1, 1.1171686477790688e-05]
charlie [1, 1.1171686477790688e-05]
charlotte [2, 2.2343372955581375e-05]
charter [1, 1.1171686477790688e-05]
chase [1, 1.1171686477790688e-05]
chasm [2, 2.2343372955581375e-05]
chastain [1, 1.1171686477790688e-05]
chateau [1, 1.1171686477790688e-05]
chatter [2, 2.2343372955581375e-05]
chatthip [1, 1.1171686477790688e-05]
chauvinist [1, 1.1171686477790688e-05]
cheaper [3, 3.351505943337206e-05]
check [29, 0.0003239789078559299]
checkingsite [1, 1.1171686477790688e-05]
chee [1, 1.1171686477790688e-05]
chekalina [2, 2.2343372955581375e-05]
chemistry [1, 1.1171686477790688e-05]
chemnitz [2, 2.2343372955581375e-05]
chen [7, 7.820180534453481e-05]
cheng [38, 0.00042452408615604613]
chengchus [1, 1.1171686477790688e-05]
chengkung [1, 1.1171686477790688e-05]
chepasova [1, 1.1171686477790688e-05]
cheque [16, 0.000178746983644651]
cherdantseva [1, 1.1171686477790688e-05]
cherepanova [1, 1.1171686477790688e-05]
chern [1, 1.1171686477790688e-05]
cherneyko [1, 1.1171686477790688e-05]
chernova [2, 2.2343372955581375e-05]
chernyak [1, 1.1171686477790688e-05]
cherry [1, 1.1171686477790688e-05]
chertkova [1, 1.1171686477790688e-05]
chesher [1, 1.1171686477790688e-05]
cheshire [1, 1.1171686477790688e-05]
cheung [1, 1.1171686477790688e-05]
chevalier [1, 1.1171686477790688e-05]
chiangmaus [1, 1.1171686477790688e-05]
chibisova [1, 1.1171686477790688e-05]
chicago [25, 0.00027929216194476716]
chicken [2, 2.2343372955581375e-05]
chief [1, 1.1171686477790688e-05]
chien [1, 1.1171686477790688e-05]
chierchium [1, 1.1171686477790688e-05]
chievr [3, 3.351505943337206e-05]
child [42, 0.0004692108320672089]
childhood [2, 2.2343372955581375e-05]
children [5, 5.585843238895344e-05]
chilton [2, 2.2343372955581375e-05]
chimpanzee [1, 1.1171686477790688e-05]
chin [1, 1.1171686477790688e-05]
china [8, 8.93734918223255e-05]
chinese [46, 0.0005138975779783716]
ching [1, 1.1171686477790688e-05]
chinoi [1, 1.1171686477790688e-05]
chisarik [2, 2.2343372955581375e-05]
chissa [1, 1.1171686477790688e-05]
cho [2, 2.2343372955581375e-05]
chocolate [1, 1.1171686477790688e-05]
chodorowskus [1, 1.1171686477790688e-05]
choe [1, 1.1171686477790688e-05]
choice [12, 0.00013406023773348825]
chollet [2, 2.2343372955581375e-05]
chomsky [36, 0.00040218071320046475]
chonnam [4, 4.468674591116275e-05]
choose [5, 5.585843238895344e-05]
chose [1, 1.1171686477790688e-05]
choueka [2, 2.2343372955581375e-05]
choukrus [2, 2.2343372955581375e-05]
chous [1, 1.1171686477790688e-05]
chque [3, 3.351505943337206e-05]
chri [3, 3.351505943337206e-05]
christa [2, 2.2343372955581375e-05]
christchurch [1, 1.1171686477790688e-05]
christer [2, 2.2343372955581375e-05]
christian [9, 0.00010054517830011619]
christiane [4, 4.468674591116275e-05]
christina [6, 6.703011886674413e-05]
christine [5, 5.585843238895344e-05]
christmas [1, 1.1171686477790688e-05]
christo [2, 2.2343372955581375e-05]
christoph [1, 1.1171686477790688e-05]
christophe [1, 1.1171686477790688e-05]
christopher [4, 4.468674591116275e-05]
christus [1, 1.1171686477790688e-05]
chronocentrism [1, 1.1171686477790688e-05]
chronological [2, 2.2343372955581375e-05]
chrysanne [1, 1.1171686477790688e-05]
chulalongkorn [3, 3.351505943337206e-05]
chumak [1, 1.1171686477790688e-05]
chungmin [4, 4.468674591116275e-05]
church [6, 6.703011886674413e-05]
churchill [4, 4.468674591116275e-05]
churen [1, 1.1171686477790688e-05]
churma [1, 1.1171686477790688e-05]
chus [6, 6.703011886674413e-05]
chvany [2, 2.2343372955581375e-05]
ci [5, 5.585843238895344e-05]
cic [1, 1.1171686477790688e-05]
cidessus [1, 1.1171686477790688e-05]
ciencium [1, 1.1171686477790688e-05]
cienki [1, 1.1171686477790688e-05]
cienkus [2, 2.2343372955581375e-05]
cientific [1, 1.1171686477790688e-05]
cigdem [2, 2.2343372955581375e-05]
cijoint [1, 1.1171686477790688e-05]
cil [2, 2.2343372955581375e-05]
cinder [1, 1.1171686477790688e-05]
cinema [1, 1.1171686477790688e-05]
cinque [2, 2.2343372955581375e-05]
ciobanu [1, 1.1171686477790688e-05]
ciprian [1, 1.1171686477790688e-05]
circle [2, 2.2343372955581375e-05]
circulaire [1, 1.1171686477790688e-05]
circular [3, 3.351505943337206e-05]
circumstance [5, 5.585843238895344e-05]
cis [1, 1.1171686477790688e-05]
cit [2, 2.2343372955581375e-05]
citation [11, 0.00012288855125569756]
citative [1, 1.1171686477790688e-05]
cite [11, 0.00012288855125569756]
citibank [1, 1.1171686477790688e-05]
citizen [2, 2.2343372955581375e-05]
citizenship [1, 1.1171686477790688e-05]
citko [2, 2.2343372955581375e-05]
city [41, 0.00045803914558941816]
cityu [1, 1.1171686477790688e-05]
ciu [1, 1.1171686477790688e-05]
ciudad [1, 1.1171686477790688e-05]
civil [2, 2.2343372955581375e-05]
civilization [2, 2.2343372955581375e-05]
cjw [2, 2.2343372955581375e-05]
cl [13, 0.00014523192421127894]
clack [1, 1.1171686477790688e-05]
clahsen [1, 1.1171686477790688e-05]
claim [49, 0.0005474126374117437]
claire [5, 5.585843238895344e-05]
clancy [1, 1.1171686477790688e-05]
claramunt [1, 1.1171686477790688e-05]
clarification [3, 3.351505943337206e-05]
clarify [2, 2.2343372955581375e-05]
clarity [1, 1.1171686477790688e-05]
clark [1, 1.1171686477790688e-05]
clarke [1, 1.1171686477790688e-05]
class [24, 0.0002681204754669765]
classic [6, 6.703011886674413e-05]
classical [8, 8.93734918223255e-05]
classification [7, 7.820180534453481e-05]
classifier [1, 1.1171686477790688e-05]
classify [6, 6.703011886674413e-05]
classique [2, 2.2343372955581375e-05]
classroom [17, 0.0001899186701224417]
claude [6, 6.703011886674413e-05]
claudium [2, 2.2343372955581375e-05]
claus [1, 1.1171686477790688e-05]
clausal [17, 0.0001899186701224417]
clause [47, 0.0005250692644561623]
clausebound [2, 2.2343372955581375e-05]
clauseinitial [2, 2.2343372955581375e-05]
clavere [1, 1.1171686477790688e-05]
cle [1, 1.1171686477790688e-05]
cleaner [1, 1.1171686477790688e-05]
clear [33, 0.00036866565376709266]
clearance [1, 1.1171686477790688e-05]
clearer [1, 1.1171686477790688e-05]
clearinghouse [2, 2.2343372955581375e-05]
clearly [25, 0.00027929216194476716]
cleave [2, 2.2343372955581375e-05]
clement [3, 3.351505943337206e-05]
clercq [1, 1.1171686477790688e-05]
clerk [1, 1.1171686477790688e-05]
clermont [1, 1.1171686477790688e-05]
clevedon [1, 1.1171686477790688e-05]
clever [2, 2.2343372955581375e-05]
click [3, 3.351505943337206e-05]
client [4, 4.468674591116275e-05]
clifford [2, 2.2343372955581375e-05]
climate [1, 1.1171686477790688e-05]
cling [1, 1.1171686477790688e-05]
clinical [1, 1.1171686477790688e-05]
clinically [1, 1.1171686477790688e-05]
clinician [1, 1.1171686477790688e-05]
clitic [20, 0.00022343372955581375]
cliticization [1, 1.1171686477790688e-05]
close [23, 0.0002569487889891858]
closely [5, 5.585843238895344e-05]
closer [1, 1.1171686477790688e-05]
closest [5, 5.585843238895344e-05]
closet [1, 1.1171686477790688e-05]
closing [4, 4.468674591116275e-05]
closure [5, 5.585843238895344e-05]
cloth [38, 0.00042452408615604613]
cloud [2, 2.2343372955581375e-05]
clrf [3, 3.351505943337206e-05]
cls [6, 6.703011886674413e-05]
cltr [3, 3.351505943337206e-05]
club [4, 4.468674591116275e-05]
clue [3, 3.351505943337206e-05]
cluster [14, 0.00015640361068906963]
clyne [4, 4.468674591116275e-05]
cm [7, 7.820180534453481e-05]
cmc [11, 0.00012288855125569756]
cmcc [1, 1.1171686477790688e-05]
cmsu [1, 1.1171686477790688e-05]
cmsuvmb [4, 4.468674591116275e-05]
cmt [1, 1.1171686477790688e-05]
cmu [22, 0.0002457771025113951]
cnn [1, 1.1171686477790688e-05]
cnr [3, 3.351505943337206e-05]
cnrs [5, 5.585843238895344e-05]
cnrscellma [1, 1.1171686477790688e-05]
cnrslc [1, 1.1171686477790688e-05]
cnrsllacan [2, 2.2343372955581375e-05]
co [23, 0.0002569487889891858]
coach [3, 3.351505943337206e-05]
coast [4, 4.468674591116275e-05]
coat [1, 1.1171686477790688e-05]
coauthor [3, 3.351505943337206e-05]
coblin [3, 3.351505943337206e-05]
cobuild [1, 1.1171686477790688e-05]
cobuilddirect [1, 1.1171686477790688e-05]
cocchiarellum [1, 1.1171686477790688e-05]
cocchinus [1, 1.1171686477790688e-05]
cocchus [1, 1.1171686477790688e-05]
cochair [2, 2.2343372955581375e-05]
cochairman [3, 3.351505943337206e-05]
cockcroft [1, 1.1171686477790688e-05]
cocktail [2, 2.2343372955581375e-05]
cocosda [6, 6.703011886674413e-05]
coda [2, 2.2343372955581375e-05]
code [36, 0.00040218071320046475]
coder [1, 1.1171686477790688e-05]
codeswitch [2, 2.2343372955581375e-05]
codeswitching [1, 1.1171686477790688e-05]
coe [2, 2.2343372955581375e-05]
coenonciation [1, 1.1171686477790688e-05]
coercive [1, 1.1171686477790688e-05]
coert [1, 1.1171686477790688e-05]
coffee [63, 0.0007038162481008133]
cog [7, 7.820180534453481e-05]
coglab [1, 1.1171686477790688e-05]
cognate [5, 5.585843238895344e-05]
cognitif [1, 1.1171686477790688e-05]
cognition [21, 0.00023460541603360444]
cognitive [77, 0.0008602198587898829]
cognitively [1, 1.1171686477790688e-05]
cogs [1, 1.1171686477790688e-05]
cogscus [14, 0.00015640361068906963]
cohen [6, 6.703011886674413e-05]
coherence [2, 2.2343372955581375e-05]
coherent [4, 4.468674591116275e-05]
coherente [2, 2.2343372955581375e-05]
coin [5, 5.585843238895344e-05]
coinage [1, 1.1171686477790688e-05]
colaclsub [1, 1.1171686477790688e-05]
cold [2, 2.2343372955581375e-05]
cole [5, 5.585843238895344e-05]
coleman [1, 1.1171686477790688e-05]
colette [1, 1.1171686477790688e-05]
coli [2, 2.2343372955581375e-05]
colibrus [3, 3.351505943337206e-05]
colin [7, 7.820180534453481e-05]
coling [8, 8.93734918223255e-05]
colingacl [15, 0.0001675752971668603]
coll [2, 2.2343372955581375e-05]
collaboration [6, 6.703011886674413e-05]
collaborative [1, 1.1171686477790688e-05]
collapse [6, 6.703011886674413e-05]
collation [1, 1.1171686477790688e-05]
colleague [17, 0.0001899186701224417]
collect [10, 0.00011171686477790688]
collected [1, 1.1171686477790688e-05]
collection [16, 0.000178746983644651]
collective [2, 2.2343372955581375e-05]
collectively [1, 1.1171686477790688e-05]
collectivite [1, 1.1171686477790688e-05]
college [51, 0.0005697560103673251]
collier [2, 2.2343372955581375e-05]
collin [1, 1.1171686477790688e-05]
collocation [4, 4.468674591116275e-05]
colloq [1, 1.1171686477790688e-05]
colloque [22, 0.0002457771025113951]
colloquial [1, 1.1171686477790688e-05]
colloquium [14, 0.00015640361068906963]
cologne [2, 2.2343372955581375e-05]
colombat [4, 4.468674591116275e-05]
colombia [1, 1.1171686477790688e-05]
colombium [4, 4.468674591116275e-05]
colombo [1, 1.1171686477790688e-05]
colon [2, 2.2343372955581375e-05]
color [3, 3.351505943337206e-05]
colorado [3, 3.351505943337206e-05]
colostate [2, 2.2343372955581375e-05]
columbium [5, 5.585843238895344e-05]
columbus [2, 2.2343372955581375e-05]
column [2, 2.2343372955581375e-05]
com [102, 0.0011395120207346502]
